Local time,Open,High,Low,Close,Volume
17.10.2024 23:00:00.000 GMT+0200,2.3427,2.3670,2.2431,2.2452,4.558800000000001
18.10.2024 23:00:00.000 GMT+0200,2.2452,2.2452,2.2452,2.2452,0
19.10.2024 23:00:00.000 GMT+0200,2.2452,2.2452,2.2452,2.2452,0
20.10.2024 23:00:00.000 GMT+0200,2.2132,2.3627,2.2132,2.3602,4.111599999999999
21.10.2024 23:00:00.000 GMT+0200,2.3500,2.3727,2.2689,2.2967,4.4904
22.10.2024 23:00:00.000 GMT+0200,2.2892,2.4397,2.2559,2.3989,3.8016999999999994
23.10.2024 23:00:00.000 GMT+0200,2.3959,2.5789,2.3680,2.5472,5.182599999999999
24.10.2024 23:00:00.000 GMT+0200,3.0107,3.0991,2.9639,3.0530,4.316600000000001
25.10.2024 23:00:00.000 GMT+0200,3.0530,3.0530,3.0530,3.0530,0
26.10.2024 23:00:00.000 GMT+0200,3.0530,3.0530,3.0530,3.0530,0
27.10.2024 22:00:00.000 GMT+0100,3.0321,3.0359,2.7990,2.8412,6.0253
28.10.2024 22:00:00.000 GMT+0100,2.8392,2.9021,2.7909,2.9002,2.8521
29.10.2024 22:00:00.000 GMT+0100,2.9030,2.9041,2.7679,2.8081,3.4736
30.10.2024 22:00:00.000 GMT+0100,2.8112,2.8242,2.6859,2.6949,3.9028
31.10.2024 22:00:00.000 GMT+0100,2.6947,2.7211,2.6300,2.6420,3.2979000000000003
01.11.2024 22:00:00.000 GMT+0100,2.6420,2.6420,2.6420,2.6420,0
02.11.2024 22:00:00.000 GMT+0100,2.6420,2.6420,2.6420,2.6420,0
03.11.2024 23:00:00.000 GMT+0100,2.5449,2.7920,2.5140,2.7827,4.1318
04.11.2024 23:00:00.000 GMT+0100,2.7769,2.8152,2.6489,2.6749,2.8923
05.11.2024 23:00:00.000 GMT+0100,2.6747,2.7940,2.6549,2.7109,2.2678999999999996
06.11.2024 23:00:00.000 GMT+0100,2.7019,2.7757,2.6562,2.6911,2.8750999999999993
07.11.2024 23:00:00.000 GMT+0100,2.6909,2.7447,2.6410,2.6597,2.8390000000000004
08.11.2024 23:00:00.000 GMT+0100,2.6597,2.6597,2.6597,2.6597,0
09.11.2024 23:00:00.000 GMT+0100,2.6597,2.6597,2.6597,2.6597,0
10.11.2024 23:00:00.000 GMT+0100,2.7762,2.9537,2.7762,2.9410,5.657
11.11.2024 23:00:00.000 GMT+0100,2.9429,3.0097,2.8529,2.9070,4.3396
12.11.2024 23:00:00.000 GMT+0100,2.9021,3.0152,2.8279,2.9737,3.4888000000000003
13.11.2024 23:00:00.000 GMT+0100,2.9759,2.9789,2.7559,2.7611,4.1395
14.11.2024 23:00:00.000 GMT+0100,2.7637,2.8359,2.6859,2.8307,3.8218000000000005
15.11.2024 23:00:00.000 GMT+0100,2.8307,2.8307,2.8307,2.8307,0
16.11.2024 23:00:00.000 GMT+0100,2.8307,2.8307,2.8307,2.8307,0
17.11.2024 23:00:00.000 GMT+0100,2.9222,2.9739,2.8290,2.9357,4.018999999999999
18.11.2024 23:00:00.000 GMT+0100,2.9427,3.0551,2.9019,2.9490,3.6362
19.11.2024 23:00:00.000 GMT+0100,2.9560,3.2297,2.9367,3.2152,3.789699999999999
20.11.2024 23:00:00.000 GMT+0100,3.2121,3.4479,3.1889,3.3659,6.4997
21.11.2024 23:00:00.000 GMT+0100,3.5229,3.6331,3.2492,3.2820,5.5067
22.11.2024 23:00:00.000 GMT+0100,3.2820,3.2820,3.2820,3.2820,0
23.11.2024 23:00:00.000 GMT+0100,3.2820,3.2820,3.2820,3.2820,0
24.11.2024 23:00:00.000 GMT+0100,3.4702,3.5632,3.3979,3.4311,5.3494
25.11.2024 23:00:00.000 GMT+0100,3.4272,3.5267,3.3879,3.4799,4.1614
26.11.2024 23:00:00.000 GMT+0100,3.4609,3.4647,3.1870,3.1890,4.5165
27.11.2024 23:00:00.000 GMT+0100,3.1959,3.3097,3.1701,3.2927,0.8502
28.11.2024 23:00:00.000 GMT+0100,3.2940,3.3801,3.2641,3.3629,1.9767000000000001
29.11.2024 23:00:00.000 GMT+0100,3.3629,3.3629,3.3629,3.3629,0
30.11.2024 23:00:00.000 GMT+0100,3.3629,3.3629,3.3629,3.3629,0
01.12.2024 23:00:00.000 GMT+0100,3.2258,3.2760,3.1449,3.2059,3.9979
02.12.2024 23:00:00.000 GMT+0100,3.2049,3.2109,3.0281,3.0477,3.8784
03.12.2024 23:00:00.000 GMT+0100,3.0470,3.0799,2.9750,3.0701,2.7863999999999995
04.12.2024 23:00:00.000 GMT+0100,3.0452,3.1491,3.0409,3.0792,2.8623
05.12.2024 23:00:00.000 GMT+0100,3.0790,3.1019,2.9989,3.0999,2.3714999999999997
06.12.2024 23:00:00.000 GMT+0100,3.0999,3.0999,3.0999,3.0999,0
07.12.2024 23:00:00.000 GMT+0100,3.0999,3.0999,3.0999,3.0999,0
08.12.2024 23:00:00.000 GMT+0100,3.2727,3.3157,3.1349,3.1829,5.3342
09.12.2024 23:00:00.000 GMT+0100,3.1820,3.1897,3.0670,3.1847,3.7084
10.12.2024 23:00:00.000 GMT+0100,3.1890,3.4012,3.1751,3.3467,5.6395
11.12.2024 23:00:00.000 GMT+0100,3.3577,3.5562,3.2799,3.4522,4.957699999999999
12.12.2024 23:00:00.000 GMT+0100,3.4472,3.4827,3.2589,3.2637,4.0822
13.12.2024 23:00:00.000 GMT+0100,3.2637,3.2637,3.2637,3.2637,0
14.12.2024 23:00:00.000 GMT+0100,3.2637,3.2637,3.2637,3.2637,0
15.12.2024 23:00:00.000 GMT+0100,3.2147,3.2502,3.1391,3.2217,3.4151
16.12.2024 23:00:00.000 GMT+0100,3.2241,3.3887,3.0879,3.3612,4.5715
17.12.2024 23:00:00.000 GMT+0100,3.3632,3.4382,3.3069,3.4027,3.7992000000000004
18.12.2024 23:00:00.000 GMT+0100,3.4032,3.6427,3.3859,3.6281,4.337100000000001
19.12.2024 23:00:00.000 GMT+0100,3.6242,3.8251,3.5520,3.7427,4.0028
20.12.2024 23:00:00.000 GMT+0100,3.7427,3.7427,3.7427,3.7427,0
21.12.2024 23:00:00.000 GMT+0100,3.7427,3.7427,3.7427,3.7427,0
22.12.2024 23:00:00.000 GMT+0100,3.5080,3.5377,3.2869,3.3780,3.7958999999999996
23.12.2024 23:00:00.000 GMT+0100,3.3777,3.5062,3.3509,3.4997,2.1166
24.12.2024 23:00:00.000 GMT+0100,3.4997,3.4997,3.4997,3.4997,0
25.12.2024 23:00:00.000 GMT+0100,3.5107,3.5107,3.2541,3.3071,3.7220999999999997
26.12.2024 23:00:00.000 GMT+0100,3.3152,3.4487,3.2890,3.4050,2.9779999999999998
27.12.2024 23:00:00.000 GMT+0100,3.4050,3.4050,3.4050,3.4050,0
28.12.2024 23:00:00.000 GMT+0100,3.4050,3.4050,3.4050,3.4050,0
29.12.2024 23:00:00.000 GMT+0100,3.7130,4.1981,3.6431,3.9099,6.9286
30.12.2024 23:00:00.000 GMT+0100,3.9120,4.0052,3.5750,3.6310,4.766100000000001
31.12.2024 23:00:00.000 GMT+0100,3.6310,3.6310,3.6310,3.6310,0
